MSaapaaap,280,1
MSaapaapa,282,100
MSaapaapp,282,1
MSaapapaa,355,1
MSaapapap,355,1
MSaapappa,290,1
MSaapappp,290,1
MSaapppaa,340,1
MSaapppap,340,1
MSaappppa,365,1
MSaappppp,365,1
MSapaaaad,355,1
MSapaaaav,355,1
MSapapaaa,440,1
MSapapaap,440,1
MSpaaaaaa,330,1
MSpaaaaap,330,1
MSpaaaapa,290,1
MSpaaaapp,290,1
MSpaaapaa,320,1
MSpaaapap,320,1
MSpaaappa,300,1
MSpaaappp,300,1
MSpaapaaa,325,1
MSpaapaap,325,1
MSpaapapa,305,1
MSpaapapp,305,1
MSpapaaaa,280,1
MSpapaaap,280,1
MSpapaapa,275,110
MSpapaapp,275,1
MSpapapaa,355,1
MSpapapap,355,1
MSpapappa,290,1
MSpapappp,290,1
MSpapppaa,345,1
MSpapppap,345,1
MSpappppa,360,1
MSpappppp,360,1
MSppaaaad,365,1
MSppaaaav,365,1
MSppapaaa,440,1
MSppapaap,440,1
ABalaappppaa,410,1
ABalaappppap,410,1
ABalapaappaa,395,1
ABalapaappap,395,1
ABalapapapaa,405,1
ABalapapapap,405,1
ABalapappaaa,395,1
ABalapappaap,395,1
ABalapppapaa,405,1
ABalapppapap,405,1
ABalappppaaa,395,1
ABalappppaap,395,1
ABalpapapapa,390,1
ABalpapapapp,390,1
ABalpappaapa,390,1
ABalpappaapp,390,1
ABalppapppaa,410,1
ABalppapppap,410,1
ABalpppapppa,380,1
ABalpppapppp,380,1
ABalppppapaa,410,1
ABalppppapap,410,1
ABalppppppaa,350,1
ABalppppppap,350,1
ABalpppppppa,350,1
ABalpppppppp,350,1
ABaraapapaad,410,1
ABaraapapaav,410,1
ABaraapppaad,410,1
ABaraapppaav,410,1
ABarapapaapa,390,1
ABarapapaapp,390,1
ABarappapapa,405,1
ABarappapapp,405,1
ABarapppppaa,405,1
ABarapppppap,405,1
ABarpapaappa,381,1
ABarpapaappp,381,1
ABplaaaaappa,385,1
ABplaaaaappp,385,1
ABplaapapppa,395,1
ABplaapapppp,395,1
ABplapaaaapa,420,1
ABplapaaaapp,420,1
ABplapaaapad,420,1
ABplapaaapav,420,1
ABplapappppa,395,85
ABplapappppp,395,1
ABplapppappa,405,1
ABplapppappp,405,1
ABplpaaappaa,410,1
ABplpaaappap,410,1
ABplpaappppa,400,1
ABplpaappppp,400,1
ABplppaaaapa,405,1
ABplppaaaapp,405,1
ABplppapaaaa,410,1
ABplppapaaap,410,1
ABplpppaapaa,435,1
ABplpppaapap,435,1
ABpraaaapppa,380,1
ABpraaaapppp,380,1
ABpraaapapaa,405,1
ABpraaapapap,405,1
ABpraaapppaa,350,1
ABpraaapppap,350,1
ABpraaappppa,350,1
ABpraaappppp,350,1
ABpraapapppa,395,1
ABpraapapppp,395,1
ABprapaaaapa,425,1
ABprapaaaapp,425,1
ABprapaaapad,425,1
ABprapaaapav,425,1
ABprapappppa,395,85
ABprapappppp,395,1
ABprapppappa,405,1
ABprapppappp,405,1
ABprpaaappaa,406,1
ABprpaaappap,406,1
ABprpaappppa,405,1
ABprpaappppp,405,1
ABprppaaaapa,410,1
ABprppaaaapp,410,1
ABprppapaaaa,410,1
ABprppapaaap,410,1
ABprpppaaaaa,550,1
ABprpppaapaa,435,1
ABprpppaapap,435,1
MSaaaaapaa,355,1
MSaaaaapap,355,1
MSaapaapaa,382,1
MSaapaapap,382,1
MSpapaapaa,385,1
MSpapaapap,385,1
ABplapappppaa,480,1
ABplapappppap,480,1
ABprapappppaa,480,1
ABprapappppap,480,1

